ID_ANCO;ID_PADRE_IMPO;ID_FIJU;REF_EXTERNA;IMPORTE_ANCO;ID_JUNTA;ID_VALOR;REF_EXT_JUNTA;NUM_LIQ_R1JU;REF_EXTERNA_VALO
287983343;235703022;884;RI081948000000052882000045;1666;12040882230824474;20127323706JA99L001924;12040882230824474;472231860032;20120000706088
289161385;235703022;884;RI081948000000052882000317;523;12040882230824474;20127323706JA99L001924;12040882230824474;472231860032;20120000706088
289449898;235703022;884;RI101948000000052931000051;541;12040882230824474;20127323706JA99L001924;12040882230824474;472231860032;20120000706088
287991724;235703022;884;RI081948000000052882000045;2987;12040882230824474;20127323706JA99L001924;12040882230824474;472231860032;20120000706088
275555576;235703022;884;RI061948000000052880000026;271;12040882230824474;20127323706JA99L001924;12040882230824474;472231860032;20120000706088
273257123;235703022;884;RI041948000000052872000010;234;12040882230824474;20127323706JA99L001924;12040882230824474;472231860032;20120000706088
275052569;235703022;884;RI041948000000052872000011;2380;12040882230824474;20127323706JA99L001924;12040882230824474;472231860032;20120000706088
289644166;226569885;884;RI101948000000052931000101;5000;17070882231146526;20177323706JA99L000705;17070882231146526;102230992605;20170000979643
289953805;226569885;884;RI101948000000052931000276;5000;17070882231146526;20177323706JA99L000705;17070882231146526;102230992605;20170000979643
288919745;226569885;884;RI081948000000052882000196;5000;17070882231146526;20177323706JA99L000705;17070882231146526;102230992605;20170000979643
289930007;227161835;884;RI101948003921152931030053;11733;17030882231123112;20177323706JA99L001990;17030882231123112;192230179873;20170000321710
289930009;227161835;884;RI101948003930052931032053;6033;17030882231123112;20177323706JA99L001990;17030882231123112;192230179873;20170000321710
289930011;227161835;884;RI101948000000052931000247;58666;17030882231123112;20177323706JA99L001990;17030882231123112;192230179873;20170000321710
288615855;228332222;884;RI081948003921152882049222;5053;15060882231026022;20157323706JA60L000009;15060882231026022;192230148394;20150000998582
288615857;228332222;884;RI081948003930052882060613;3911;15060882231026022;20157323706JA60L000009;15060882231026022;192230148394;20150000998582
288615859;228332222;884;RI081948000000052882000138;25266;15060882231026022;20157323706JA60L000009;15060882231026022;192230148394;20150000998582
275301373;225535900;884;RI041948003921152872014049;5883;18080882231214846;20187323706JA99L001211;18080882231214846;252230156402;20180001220433
275301375;225535900;884;RI041948003930052872018375;981;18080882231214846;20187323706JA99L001211;18080882231214846;252230156402;20180001220433
275301378;225535900;884;RI041948000000052872000274;12328;18080882231214846;20187323706JA99L001211;18080882231214846;252230156402;20180001220433
256790106;225535900;884;RI031948000000052867000453;17087;18080882231214846;20187323706JA99L001211;18080882231214846;252230156402;20180001220433
288605606;225535872;884;RI081948003921152882049222;7582;18080882231217000;20187323706JA99L001183;18080882231217000;482230080135;20180001220812
288605608;225535872;884;RI081948003930052882060613;1923;18080882231217000;20187323706JA99L001183;18080882231217000;482230080135;20180001220812
288921814;229136209;884;RI081948003921152882049247;5399;15010882231000070;20157323706JA99L001463;15010882231000070;102230874222;20150000012944
288921816;229136209;884;RI081948003930052882060622;4918;15010882231000070;20157323706JA99L001463;15010882231000070;102230874222;20150000012944
288921818;229136209;884;RI081948000000052882000200;26995;15010882231000070;20157323706JA99L001463;15010882231000070;102230874222;20150000012944
289327431;226572614;884;RI081948003921152882049296;671;17070882231150525;20177323706JA99L000869;17070882231150525;472001219465;20170000979841
289327433;226572614;884;RI081948003930052882060651;277;17070882231150525;20177323706JA99L000869;17070882231150525;472001219465;20170000979841
289327435;226572614;884;RI081948000000052882000340;3357;17070882231150525;20177323706JA99L000869;17070882231150525;472001219465;20170000979841
288974904;225535527;884;RI081948003921152882049285;10901;18080882231214085;20187323706JA99L001115;18080882231214085;192230282146;20180001220469
288974906;225535527;884;RI081948003930052882060643;2279;18080882231214085;20187323706JA99L001115;18080882231214085;192230282146;20180001220469
288974908;225535527;884;RI081948000000052882000309;54505;18080882231214085;20187323706JA99L001115;18080882231214085;192230282146;20180001220469
284528625;225532437;884;RI061948000000052880000192;33699;18100882231224016;20187323706JA99L000478;18100882231224016;102230920934;20180001228633
288596336;225532437;884;RI081948003921152882049222;15214;18100882231224016;20187323706JA99L000478;18100882231224016;102230920934;20180001228633
288596338;225532437;884;RI081948003930052882060613;3423;18100882231224016;20187323706JA99L000478;18100882231224016;102230920934;20180001228633
288596341;225532437;884;RI081948000000052882000141;42369;18100882231224016;20187323706JA99L000478;18100882231224016;102230920934;20180001228633
289392747;225818380;884;RI081948003921152882049314;1764;18060882231200313;20187323706JA99L001744;18060882231200313;192181200915;20180000752377
289392749;225818380;884;RI081948003930052882060659;470;18060882231200313;20187323706JA99L001744;18060882231200313;192181200915;20180000752377
289392751;225818380;884;RI081948000000052882000411;8820;18060882231200313;20187323706JA99L001744;18060882231200313;192181200915;20180000752377
289296222;225837265;884;RI081948003921152882049296;12000;18030882231181903;20187323706JA99L002329;18030882231181903;252230154002;20180000719019
289296224;225837265;884;RI081948003930052882060651;3538;18030882231181903;20187323706JA99L002329;18030882231181903;252230154002;20180000719019
289296226;225837265;884;RI081948000000052882000341;60000;18030882231181903;20187323706JA99L002329;18030882231181903;252230154002;20180000719019
287953011;225818395;884;RI081948003921152882049191;20460;18060882231200146;20187323706JA99L001759;18060882231200146;192000653176;20180000752360
287953013;225818395;884;RI081948003930052882060596;4583;18060882231200146;20187323706JA99L001759;18060882231200146;192000653176;20180000752360
287953015;225818395;884;RI081948000000052882000034;102300;18060882231200146;20187323706JA99L001759;18060882231200146;192000653176;20180000752360
289976396;225820464;884;RI101948003921152931030064;155;18060882231198405;20187323706JA99L001882;18060882231198405;162230313570;20180000752225
289976398;225820464;884;RI101948003930052931032060;43;18060882231198405;20187323706JA99L001882;18060882231198405;162230313570;20180000752225
289976400;225820464;884;RI101948000000052931000292;776;18060882231198405;20187323706JA99L001882;18060882231198405;162230313570;20180000752225
288630318;225841808;884;RI081948003921152882049222;2000;18030882231182892;20187323706JA99L002481;18030882231182892;482230072742;20180000719078
288630320;225841808;884;RI081948003930052882060613;584;18030882231182892;20187323706JA99L002481;18030882231182892;482230072742;20180000719078
288630322;225841808;884;RI081948000000052882000141;10000;18030882231182892;20187323706JA99L002481;18030882231182892;482230072742;20180000719078
287803417;225534455;884;RI081948003921152882049183;35;18080882231210350;20187323706JA99L000906;18080882231210350;162140873274;20180001220186
287803419;225534455;884;RI081948003930052882060592;7;18080882231210350;20187323706JA99L000906;18080882231210350;162140873274;20180001220186
287803421;225534455;884;RI081948000000052882000007;174;18080882231210350;20187323706JA99L000906;18080882231210350;162140873274;20180001220186
289925723;225535905;884;RI101948003921152931030053;11268;18080882231208756;20187323706JA99L001216;18080882231208756;102231044906;20180001220102
289925725;225535905;884;RI101948003930052931032053;2715;18080882231208756;20187323706JA99L001216;18080882231208756;102231044906;20180001220102
289925727;225535905;884;RI101948000000052931000248;56340;18080882231208756;20187323706JA99L001216;18080882231208756;102231044906;20180001220102
275240371;225531240;884;RI041948003921152872013928;88000;18080882231212091;20187323706JA99L000148;18080882231212091;162230325283;20180001219978
275240373;225531240;884;RI041948003930052872018283;15957;18080882231212091;20187323706JA99L000148;18080882231212091;162230325283;20180001219978
275240375;225531240;884;RI041948000000052872000176;440000;18080882231212091;20187323706JA99L000148;18080882231212091;162230325283;20180001219978
288635191;225535321;884;RI081948003921152882049241;80;18100882231224314;20187323706JA99L001083;18100882231224314;162230343600;20180001228836
288635193;225535321;884;RI081948003930052882060618;13;18100882231224314;20187323706JA99L001083;18100882231224314;162230343600;20180001228836
288635195;225535321;884;RI081948000000052882000182;398;18100882231224314;20187323706JA99L001083;18100882231224314;162230343600;20180001228836
287709180;225532089;884;RI061948003921152880038160;10500;18100882231225041;20187323706JA99L000374;18100882231225041;192230269926;20180001228671
287709182;225532089;884;RI061948003930052880042182;1737;18100882231225041;20187323706JA99L000374;18100882231225041;192230269926;20180001228671
287709184;225532089;884;RI061948000000052880000321;52500;18100882231225041;20187323706JA99L000374;18100882231225041;192230269926;20180001228671
283980174;225817681;884;RI061948003921152880038106;3000;18060882231202352;20187323706JA99L001711;18060882231202352;482230075355;20180000752416
283980176;225817681;884;RI061948003930052880042152;649;18060882231202352;20187323706JA99L001711;18060882231202352;482230075355;20180000752416
283980179;225817681;884;RI061948000000052880000141;15000;18060882231202352;20187323706JA99L001711;18060882231202352;482230075355;20180000752416
289339065;225535517;884;RI081948003921152882049306;60101;18080882231217165;20187323706JA99L001105;18080882231217165;482230081571;20180001220828
289339067;225535517;884;RI081948003930052882060654;12638;18080882231217165;20187323706JA99L001105;18080882231217165;482230081571;20180001220828
289339070;225535517;884;RI081948000000052882000372;127086;18080882231217165;20187323706JA99L001105;18080882231217165;482230081571;20180001220828
289302785;225535517;884;RI081948000000052882000341;173421;18080882231217165;20187323706JA99L001105;18080882231217165;482230081571;20180001220828
288602837;225534061;884;RI081948003921152882049221;96345;18080882231209702;20187323706JA99L000783;18080882231209702;112230168620;20180001220562
288230254;225534061;884;RI061948003921152880038162;19359;18080882231209702;20187323706JA99L000783;18080882231209702;112230168620;20180001220562
288592490;225532974;884;RI081948003921152882049222;918;18080882231208433;20187323706JA99L000590;18080882231208433;102231052870;20180001220637
288592492;225532974;884;RI081948003930052882060613;232;18080882231208433;20187323706JA99L000590;18080882231208433;102231052870;20180001220637
245604186;225531384;884;RI031948003921152867015937;2970;18100882231225784;20187323706JA99L000177;18100882231225784;222230045932;20180001228715
245604189;225531384;884;RI031948000000052867000467;29700;18100882231225784;20187323706JA99L000177;18100882231225784;222230045932;20180001228715
287962200;225533732;884;RI081948003921152882049191;198;18080882231211434;20187323706JA99L000740;18080882231211434;162230313355;20180001220224
287962202;225533732;884;RI081948003930052882060596;35;18080882231211434;20187323706JA99L000740;18080882231211434;162230313355;20180001220224
287962204;225533732;884;RI081948000000052882000034;989;18080882231211434;20187323706JA99L000740;18080882231211434;162230313355;20180001220224
289896617;227479088;884;RI101948003921152931030047;3994;16070882231078251;20167323706JA90L000044;16070882231078251;192230189961;20160000905392
289896619;227479088;884;RI101948003930052931032050;2542;16070882231078251;20167323706JA90L000044;16070882231078251;192230189961;20160000905392
289896621;227479088;884;RI101948000000052931000218;4486;16070882231078251;20167323706JA90L000044;16070882231078251;192230189961;20160000905392
288624998;227448804;884;RI081948003921152882049222;222;17010882231110503;20177323706JA99L002413;17010882231110503;162230220312;20170000012399
288625000;227448804;884;RI081948003930052882060613;113;17010882231110503;20177323706JA99L002413;17010882231110503;162230220312;20170000012399
288625002;227448804;884;RI081948000000052882000140;1112;17010882231110503;20177323706JA99L002413;17010882231110503;162230220312;20170000012399
287955086;225533366;884;RI081948003930052882060596;66;18080882231211610;20187323706JA99L000674;18080882231211610;162230311240;20180001220248
287803409;225533723;884;RI081948003921152882049183;1395;18080882231212353;20187323706JA99L000731;18080882231212353;192140824271;20180001220233
287803411;225533723;884;RI081948003930052882060592;290;18080882231212353;20187323706JA99L000731;18080882231212353;192140824271;20180001220233
287803413;225533723;884;RI081948000000052882000007;6977;18080882231212353;20187323706JA99L000731;18080882231212353;192140824271;20180001220233
287948802;225533859;884;RI081948003921152882049191;25801;18100882231223763;20187323706JA99L000770;18100882231223763;102231096435;20180001228920
287948804;225533859;884;RI081948003930052882060596;3923;18100882231223763;20187323706JA99L000770;18100882231223763;102231096435;20180001228920
287948806;225533859;884;RI081948000000052882000034;129007;18100882231223763;20187323706JA99L000770;18100882231223763;102231096435;20180001228920
288950034;225533870;884;RI081948003921152882049272;3358;18100882231225154;20187323706JA99L000781;18100882231225154;192230286992;20180001228908
288950037;225533870;884;RI081948000000052882000263;33584;18100882231225154;20187323706JA99L000781;18100882231225154;192230286992;20180001228908
288979463;225534219;884;RI081948003921152882049285;6948;18100882231223605;20187323706JA99L000845;18100882231223605;102231096881;20180001228905
288979465;225534219;884;RI081948003930052882060643;1178;18100882231223605;20187323706JA99L000845;18100882231223605;102231096881;20180001228905
288979467;225534219;884;RI081948000000052882000309;34657;18100882231223605;20187323706JA99L000845;18100882231223605;102231096881;20180001228905
287664250;225534219;884;RI061948000000052880000299;82;18100882231223605;20187323706JA99L000845;18100882231223605;102231096881;20180001228905
289979883;225535692;884;RI101948003921152931030064;6000;18100882231227516;20187323706JA99L001160;18100882231227516;482230079032;20180001228804
289979885;225535692;884;RI101948003930052931032060;1082;18100882231227516;20187323706JA99L001160;18100882231227516;482230079032;20180001228804
289979887;225535692;884;RI101948000000052931000292;17156;18100882231227516;20187323706JA99L001160;18100882231227516;482230079032;20180001228804
287959954;225535692;884;RI081948000000052882000024;12844;18100882231227516;20187323706JA99L001160;18100882231227516;482230079032;20180001228804
287799176;225601831;884;RI081948003921152882049183;19717;18070882231204635;20187323706JA99L001426;18070882231204635;472415002053;20180001146524
287799178;225601831;884;RI081948000000052882000007;100100;18070882231204635;20187323706JA99L001426;18070882231204635;472415002053;20180001146524
287960342;225601831;884;RI081948003921152882049191;303;18070882231204635;20187323706JA99L001426;18070882231204635;472415002053;20180001146524
287960344;225601831;884;RI081948003930052882060596;4505;18070882231204635;20187323706JA99L001426;18070882231204635;472415002053;20180001146524
273270591;242593752;884;RI041948003921152872017828;5704;19010882231231122;20197323706JA09L000005;19010882231231122;102231100430;20190000009013
273270593;242593752;884;RI041948000000052872000309;57037;19010882231231122;20197323706JA09L000005;19010882231231122;102231100430;20190000009013
289157163;242593465;884;RI081948003921152882049291;1800;19010882231235401;20197323706JA09L000011;19010882231235401;482230094075;20190000009073
289157166;242593465;884;RI081948000000052882000314;18000;19010882231235401;20197323706JA09L000011;19010882231235401;482230094075;20190000009073
